operation,path,method,url,help_url
restun,*,OPTIONS,https://craigdemo.thereforeonline.com/theservice/v0001/restun/,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CrossOriginOptionsSupport
AddComment,/AddComment,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/AddComment,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/AddComment
AddDictionaryKeyword,/AddDictionaryKeyword,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/AddDictionaryKeyword,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/AddDictionaryKeyword
AddStreamsToDocument,/AddStreamsToDocument,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/AddStreamsToDocument,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/AddStreamsToDocument
ApplyDependency,/ApplyDependency,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ApplyDependency,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ApplyDependency
CancelSearchSession,/CancelSearchSession,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CancelSearchSession,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CancelSearchSession
ChangeUserPassword,/ChangeUserPassword,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ChangeUserPassword,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ChangeUserPassword
CheckInDocument,/CheckInDocument,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CheckInDocument,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CheckInDocument
CheckOutDocument,/CheckOutDocument,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CheckOutDocument,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CheckOutDocument
ClaimWorkflowInstance,/ClaimWorkflowInstance,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ClaimWorkflowInstance,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ClaimWorkflowInstance
ClearLocalCache,/ClearLocalCache,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ClearLocalCache,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ClearLocalCache
ClearServerCache,/ClearServerCache,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ClearServerCache,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ClearServerCache
ClearWorkflowInstanceErrors,/ClearWorkflowInstanceErrors,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ClearWorkflowInstanceErrors,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ClearWorkflowInstanceErrors
CloseCase,/CloseCase,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CloseCase,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CloseCase
CompleteTask,/CompleteTask,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CompleteTask,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CompleteTask
CopyEForm,/CopyEForm,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CopyEForm,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CopyEForm
CreateCase,/CreateCase,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CreateCase,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CreateCase
CreateDocument,/CreateDocument,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CreateDocument,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CreateDocument
CreateLinkFile,/CreateLinkFile,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CreateLinkFile,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CreateLinkFile
CreateNewManualLink,/CreateNewManualLink,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CreateNewManualLink,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CreateNewManualLink
CreateQuery,/CreateQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CreateQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CreateQuery
CreateRole,/CreateRole,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CreateRole,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CreateRole
CreateSharedLink,/CreateSharedLink,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CreateSharedLink,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CreateSharedLink
CreateUser,/CreateUser,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CreateUser,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CreateUser
CreateWorkflowUserInboxSubscription,/CreateWorkflowUserInboxSubscription,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/CreateWorkflowUserInboxSubscription,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/CreateWorkflowUserInboxSubscription
DelegateWorkflowInstance,/DelegateWorkflowInstance,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DelegateWorkflowInstance,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DelegateWorkflowInstance
DeleteCase,/DeleteCase,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteCase,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteCase
DeleteDashboard,/DeleteDashboard,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteDashboard,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteDashboard
DeleteDictionaryKeyword,/DeleteDictionaryKeyword,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteDictionaryKeyword,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteDictionaryKeyword
DeleteDocument,/DeleteDocument,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteDocument,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteDocument
DeleteEForm,/DeleteEForm,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteEForm,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteEForm
DeleteEFormDraftSubmission,/DeleteEFormDraftSubmission,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteEFormDraftSubmission,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteEFormDraftSubmission
DeleteFolder,/DeleteFolder,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteFolder,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteFolder
DeleteOfficeDocumentInCloud,/DeleteOfficeDocumentInCloud,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteOfficeDocumentInCloud,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteOfficeDocumentInCloud
DeleteOutOfOfficeInfoForUser,/DeleteOutOfOfficeInfoForUser,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteOutOfOfficeInfoForUser,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteOutOfOfficeInfoForUser
DeletePortalUser,/DeletePortalUser,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeletePortalUser,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeletePortalUser
DeleteQuery,/DeleteQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteQuery
DeleteRole,/DeleteRole,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteRole,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteRole
DeleteTask,/DeleteTask,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteTask,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteTask
DeleteUserDashboards,/DeleteUserDashboards,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteUserDashboards,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteUserDashboards
DeleteUserFavorites,/DeleteUserFavorites,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteUserFavorites,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteUserFavorites
DeleteWorkflowInstance,/DeleteWorkflowInstance,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DeleteWorkflowInstance,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DeleteWorkflowInstance
DisclaimWorkflowInstance,/DisclaimWorkflowInstance,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/DisclaimWorkflowInstance,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/DisclaimWorkflowInstance
EditComment,/EditComment,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/EditComment,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/EditComment
EditOfficeDocumentInCloud,/EditOfficeDocumentInCloud,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/EditOfficeDocumentInCloud,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/EditOfficeDocumentInCloud
EraseAllObjects,/EraseAllObjects,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/EraseAllObjects,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/EraseAllObjects
EraseObjects,/EraseObjects,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/EraseObjects,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/EraseObjects
EvaluateConditionalProperties,/EvaluateConditionalProperties,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/EvaluateConditionalProperties,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/EvaluateConditionalProperties
ExecuteAsyncFullTextQuery,/ExecuteAsyncFullTextQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteAsyncFullTextQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteAsyncFullTextQuery
ExecuteAsyncMultiQuery,/ExecuteAsyncMultiQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteAsyncMultiQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteAsyncMultiQuery
ExecuteAsyncSingleQuery,/ExecuteAsyncSingleQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteAsyncSingleQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteAsyncSingleQuery
ExecuteDependentFieldsQuery,/ExecuteDependentFieldsQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteDependentFieldsQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteDependentFieldsQuery
ExecuteFullTextQuery,/ExecuteFullTextQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteFullTextQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteFullTextQuery
ExecuteMultiQuery,/ExecuteMultiQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteMultiQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteMultiQuery
ExecutePortalQuery,/ExecutePortalQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecutePortalQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecutePortalQuery
ExecuteRecycleBinQuery,/ExecuteRecycleBinQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteRecycleBinQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteRecycleBinQuery
ExecuteReport,/ExecuteReport,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteReport,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteReport
ExecuteSimpleQuery,/ExecuteSimpleQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteSimpleQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteSimpleQuery
ExecuteSingleQuery,/ExecuteSingleQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteSingleQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteSingleQuery
ExecuteStatisticsQuery,/ExecuteStatisticsQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteStatisticsQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteStatisticsQuery
ExecuteTaskInfoQuery,/ExecuteTaskInfoQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteTaskInfoQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteTaskInfoQuery
ExecuteUsersQuery,/ExecuteUsersQuery,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteUsersQuery,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteUsersQuery
ExecuteWorkflowQueryForAll,/ExecuteWorkflowQueryForAll,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteWorkflowQueryForAll,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteWorkflowQueryForAll
ExecuteWorkflowQueryForProcess,/ExecuteWorkflowQueryForProcess,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/ExecuteWorkflowQueryForProcess,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/ExecuteWorkflowQueryForProcess
FillDependentFields,/FillDependentFields,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/FillDependentFields,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/FillDependentFields
FinishCurrentWorkflowTask,/FinishCurrentWorkflowTask,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/FinishCurrentWorkflowTask,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/FinishCurrentWorkflowTask
FinishedEditingOfficeDocumentInCloud,/FinishedEditingOfficeDocumentInCloud,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/FinishedEditingOfficeDocumentInCloud,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/FinishedEditingOfficeDocumentInCloud
GenerateWebRefererenceNo,/GenerateWebRefererenceNo,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/GenerateWebRefererenceNo,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/GenerateWebRefererenceNo
GetAllTreeViews,/GetAllTreeViews,POST,https://craigdemo.thereforeonline.com/theservice/v0001/restun/GetAllTreeViews,https://craigdemo.thereforeonline.com/theservice/v0001/restun/help/operations/GetAllTreeViews
